index,product_name,product_link
167,AHAVA Extreme Firming Eye Cream,https://www.sephora.com/ca/en/product/extreme-firming-eye-cream-P407836?icid2=products%20grid:p407836:product
168,Estée Lauder DayWear Eye Cooling Anti-Oxidant Moisture GelCreme,https://www.sephora.com/ca/en/product/daywear-eye-cooling-anti-oxidant-moisture-gelcreme-P427640?icid2=products%20grid:p427640:product
169,Perricone MD H2 Elemental Energy De-Puffing Eye Gel,https://www.sephora.com/ca/en/product/h2-elemental-energy-de-puffing-eye-gel-P418316?icid2=products%20grid:p418316:product
170,Biotherm Aquasource Total Eye Revitalizer,https://www.sephora.com/ca/en/product/aquasource-total-eye-revitalizer-P404649?icid2=products%20grid:p404649:product
171,Murad Instant Radiance Eye Cream,https://www.sephora.com/ca/en/product/instant-radiance-eye-cream-P381650?icid2=products%20grid:p381650:product
172,Peter Thomas Roth Potent-C™ Power Eye Cream,https://www.sephora.com/ca/en/product/potent-c-tm-power-eye-cream-P433868?icid2=products%20grid:p433868:product
173,Peter Thomas Roth Retinol Fusion PM Eye Cream,https://www.sephora.com/ca/en/product/retinol-fusion-pm-eye-cream-P408483?icid2=products%20grid:p408483:product
174,Clarins Enhancing Eye Lift Serum,https://www.sephora.com/ca/en/product/enhanching-eye-lift-serum-P408229?icid2=products%20grid:p408229:product
175,Peter Thomas Roth Instant FIRMx Eye™,https://www.sephora.com/ca/en/product/instant-firmx-eye-tm-P381549?icid2=products%20grid:p381549:product
176,Darphin HYDRASKIN Eye Refresh Gel-Cream,https://www.sephora.com/ca/en/product/hydraskin-eye-refresh-gel-cream-P419828?icid2=products%20grid:p419828:product
177,Darphin Wrinkle Corrective Eye Contour Cream,https://www.sephora.com/ca/en/product/wrinkle-corrective-eye-contour-cream-P406959?icid2=products%20grid:p406959:product
178,Lise Watier Sublimessence High concentration Age-Defying Eye Serum,https://www.sephora.com/ca/en/product/sublimessence-high-concentration-age-defying-eye-serum-P435773?icid2=products%20grid:p435773:product
179,Shiseido Essential Energy Eye Definer,https://www.sephora.com/ca/en/product/essential-energy-eye-definer-P433622?icid2=products%20grid:p433622:product
180,Consonant Ultra Moisturizing Organic Eye Cream,https://www.sephora.com/ca/en/product/ultra-moisturizing-organic-eye-cream-P404430?icid2=products%20grid:p404430:product
181,Dermalogica Intensive Eye Repair,https://www.sephora.com/ca/en/product/intensive-eye-repair-P423451?icid2=products%20grid:p423451:product
182,Guerlain Orchidee Imperiale The Eye and Lip Contour Cream,https://www.sephora.com/ca/en/product/orchidee-imperiale-eye-lip-contour-cream-P428613?icid2=products%20grid:p428613:product
183,Lise Watier Lift & Firm 3D Ultra Firming Rejuvenating Eye Crème,https://www.sephora.com/ca/en/product/lift-firm-3d-ultra-firming-rejuvenating-eye-creme-P435781?icid2=products%20grid:p435781:product
184,Dermalogica Ultrasmoothing Eye Serum,https://www.sephora.com/ca/en/product/ultrasmoothing-eye-serum-P423689?icid2=products%20grid:p423689:product
185,shu uemura Ultime8 Sublime Beauty Eye and Lip Contour Cream,https://www.sephora.com/ca/en/product/ultime8-sublime-beauty-eye-lip-contour-cream-P415995?icid2=products%20grid:p415995:product
186,Darphin Uplifting Serum Eyelids Definition,https://www.sephora.com/ca/en/product/uplifting-serum-eyelids-definition-P406990?icid2=products%20grid:p406990:product
187,Darphin Dark Circles Relief and De-Puffing Eye Serum,https://www.sephora.com/ca/en/product/dark-circles-relief-de-puffing-eye-serum-P406958?icid2=products%20grid:p406958:product
188,AHAVA Age Control Brightening & Anti-Fatigue Eye Cream,https://www.sephora.com/ca/en/product/age-control-brightening-anti-fatigue-eye-cream-P412625?icid2=products%20grid:p412625:product
189,Yves Saint Laurent TOP SECRETS Eye Perfecting Fluid,https://www.sephora.com/ca/en/product/top-secrets-eye-perfecting-fluid-P432606?icid2=products%20grid:p432606:product
190,skyn ICELAND Brightening Eye Serum,https://www.sephora.com/ca/en/product/brightening-eye-serum-P416904?icid2=products%20grid:p416904:product
191,Yves Saint Laurent Forever Light Creator Eye Fluid,https://www.sephora.com/ca/en/product/forever-light-creator-eye-fluid-P407146?icid2=products%20grid:p407146:product
192,Juice Beauty STEM CELLULAR™ Instant Eye Lift Algae Mask,https://www.sephora.com/ca/en/product/stem-cellular-instant-eye-lift-algae-mask-P408945?icid2=products%20grid:p408945:product
193,philosophy Take a Deep Breath Eye,https://www.sephora.com/ca/en/product/take-deep-breath-eye-P407196?icid2=products%20grid:p407196:product
194,Guerlain Abeille Royale Replenishing Eye Cream,https://www.sephora.com/ca/en/product/abeille-royale-replenishing-eye-cream-P418821?icid2=products%20grid:p418821:product
195,Lise Watier Age Control Supreme The Eye Care,https://www.sephora.com/ca/en/product/age-control-supreme-eye-care-P435774?icid2=products%20grid:p435774:product
196,Biotherm Blue Therapy Eye-Opening Serum,https://www.sephora.com/ca/en/product/blue-therapy-eye-opening-serum-P430314?icid2=products%20grid:p430314:product
197,Kate Somerville Line Release Under Eye Repair Cream,https://www.sephora.com/ca/en/product/line-release-under-eye-repair-cream-P376065?icid2=products%20grid:p376065:product
198,Lancôme ABSOLUE EYE PRECIOUS CELLS Repairing and Rejuvenating Eye Cream,https://www.sephora.com/ca/en/product/absolue-eye-precious-cells-repairing-rejuvenating-eye-cream-P399304?icid2=products%20grid:p399304:product
199,Biotherm BLUE THERAPY EYE,https://www.sephora.com/ca/en/product/blue-therapy-eye-P394512?icid2=products%20grid:p394512:product
200,Peter Thomas Roth Mega Rich Intensive Anti-Aging Cellular Eye Creme,https://www.sephora.com/ca/en/product/mega-rich-intensive-anti-aging-cellular-eye-creme-P381557?icid2=products%20grid:p381557:product
201,Perricone MD PRE:EMPT SERIES™ Brightening Eye Cream,https://www.sephora.com/ca/en/product/pre-empt-series-brightening-eye-cream-P420448?icid2=products%20grid:p420448:product
202,Lancôme HIGH RÉSOLUTION EYE REFILL-3X™,https://www.sephora.com/ca/en/product/high-resolution-eye-refill-3x-P229401?icid2=products%20grid:p229401:product
203,philosophy Full Of Promise™ For Eyes,https://www.sephora.com/ca/en/product/full-of-promise-for-eyes-P379854?icid2=products%20grid:p379854:product
204,Clarins Defining Eye Lift,https://www.sephora.com/ca/en/product/defining-eye-lift-P393293?icid2=products%20grid:p393293:product
205,Murad Hydro-Dynamic™ Ultimate Moisture For Eyes,https://www.sephora.com/ca/en/product/hydro-dynamic-tm-ultimate-moisture-for-eyes-P381546?icid2=products%20grid:p381546:product
206,Juice Beauty GREEN APPLE™ Brightening Eye Cream,https://www.sephora.com/ca/en/product/green-apple-brightening-eye-cream-P408921?icid2=products%20grid:p408921:product
207,Laura Mercier Flawless Skin Repair Eye Crème,https://www.sephora.com/ca/en/product/flawless-skin-repair-eye-creme-P280936?icid2=products%20grid:p280936:product
208,philosophy Time in a Bottle For Eyes,https://www.sephora.com/ca/en/product/time-in-bottle-for-eyes-P427511?icid2=products%20grid:p427511:product
209,Darphin Exquisâge Beauty Revealing Eye and Lip Contour Cream,https://www.sephora.com/ca/en/product/exquisage-beauty-revealing-eye-and-lip-P406994?icid2=products%20grid:p406994:product
210,Darphin Anti-Dark Circle Eye Illuminator,https://www.sephora.com/ca/en/product/anti-dark-circle-eye-illuminator-P407441?icid2=products%20grid:p407441:product
211,Lise Watier Age Control Supreme La Crème Sublime Yeux,https://www.sephora.com/ca/en/product/age-control-supreme-la-creme-sublime-yeux-P435767?icid2=products%20grid:p435767:product
212,bareMinerals Ageless Genius™ Firming & Wrinkle Eye Cream,https://www.sephora.com/ca/en/product/ageless-genius-tm-firming-wrinkle-eye-cream-P431179?icid2=products%20grid:p431179:product
213,B. Kamins Eye Cream,https://www.sephora.com/ca/en/product/eye-cream-P404664?icid2=products%20grid:p404664:product
214,Peter Thomas Roth FirmX 360 Eye Renewal,https://www.sephora.com/ca/en/product/firmx-360-eye-renewal-P443405?icid2=products%20grid:p443405:product
215,philosophy Full Of Promise™ For Eyes,https://www.sephora.com/ca/en/product/full-of-promise-for-eyes-p379854?icid2=products%20grid:p390167:product
216,This Works morning expert open eyes,https://www.sephora.com/ca/en/product/morning-expert-open-eyes-P443537?icid2=products%20grid:p443537:product
217,B. Kamins Nia-Stem Eye Cream Kx,https://www.sephora.com/ca/en/product/nia-stem-eye-cream-kx-P404665?icid2=products%20grid:p404665:product
218,B. Kamins Replenishing Eye Cream Kx,https://www.sephora.com/ca/en/product/replenishing-eye-cream-kx-P404700?icid2=products%20grid:p404700:product
219,Darphin Stimulskin Plus Multi-Corrective Divine Eye Cream,https://www.sephora.com/ca/en/product/stimulskin-plus-multi-corrective-divine-eye-cream-P430137?icid2=products%20grid:p430137:product
